target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-20,2026-06-20T11:18:04+01:00,trusted_raw_candidate_promotion_gate,NOT_TRUSTED_NO_PROMOTION=438; TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=9; PROMOTED_TO_SCORING_INPUT=1,rows_reviewed=448; promoted_rows=1; blocked_rows=9; quarantine_rows=0,Promoted rows may feed normal scoring gates only.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,scoring_gap_explainer,NOT_TRUSTED_SKIPPED=438; SCORED_ROW_NO_DATA_BLOCKED=9; PROMOTED=1,missing_scored_rows=0; no_data_blocked_rows=9; not_trusted_rows=438; promoted_rows=1,Repair scoring/enrichment for trusted raw candidates; no market discussion until rows are scored and non-blocked.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,trusted_raw_scoring_queue,none,queue_rows=0; priority_counts=none; scoring_needed_counts=none,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,queue_to_enrichment_dry_run,none,rows_planned=0; risk_label_counts=none; estimated_units=0; api_calls_executed=NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,enrichment_cost_approval_gate,NO_ENRICHMENT_NEEDED,estimated_call_units=0; approval_required=NO; api_calls_allowed=NO; api_calls_executed=NO,UNKNOWN,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,daily_board_self_heal,NO_ACTION,promoted_rows=0; board_rows_written=0; reason=daily board already has rows,UNKNOWN,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,api_quota_aware_enrichment_gate,NO_AUTO_ENRICHMENT_ALLOWED,plan=API-Football Pro; rows=0; reserved=0; allowed=NO; executed=NO,Run a separate enrichment executor only for allowlisted rows; do not create picks from enrichment alone.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,date_coherence_guard,OK,board_status=daily_board_md=OK; daily_board_csv=OK; mismatch_count=0; missing_core_count=0; trigger_date_counts=2026-06-20=2,All dated artifacts/triggers reviewed by guard are coherent.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,empty_diagnostic_board_state_normalizer,NOT_EMPTY_OR_NOT_APPLICABLE,operator_state=NORMAL_PIPELINE_REVIEW; promoted_rows=1; queue_rows=0; diagnostic_no_bet_rows=0,Continue normal panel interpretation.,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,active_api_policy,MAX_COVERAGE,allowed=NO; scoring=0; coverage=0; diagnostic=0,MAX_COVERAGE is the active API policy. Legacy cost/quota/allowlist gates are informational and cannot override the active policy. No external calls are executed by this integration.,NO,NO
