target_date,generated_at,layer_name,source_file,artifact_status,rows_total,diagnostic_rows,pending_rows,manual_review_rows,sample_blocked_rows,no_real_sample_rows,positive_signal_rows,negative_signal_rows,neutral_signal_rows,no_model_change_rows,learning_candidate_rows,action_counts,status_counts,synthesis_status,synthesis_priority,learning_permission,synthesis_note,source_guard,auto_apply,production_change
2026-06-05,2026-06-05T20:28:20+01:00,pick_quality_classification,data/processed/governance/vsigma_pick_quality_classification_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,AUDIT_NOT_REQUIRED_DIAGNOSTIC=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,market_translation_audit,data/processed/governance/vsigma_market_translation_audit_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,DIAGNOSTIC_NO_LEARNING=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,no_bet_audit,data/processed/governance/vsigma_no_bet_audit_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,TRANSLATION_NOT_REQUIRED_DIAGNOSTIC=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,market_family_calibration,data/processed/governance/vsigma_market_family_calibration_daily.csv,FOUND,1,0,0,0,1,0,0,0,1,1,0,Collect more market-family samples before changing confidence.=1,HOLD_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,confidence_calibration,data/processed/governance/vsigma_confidence_calibration_daily.csv,FOUND,1,0,0,0,1,0,0,0,0,0,0,No real green/red sample or no numeric confidence; collect data only.=1,HOLD_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,source_reliability_learning,data/processed/governance/vsigma_source_reliability_learning_daily.csv,FOUND,15,0,0,0,15,0,0,0,15,15,2,NO_WEIGHT_CHANGE=15,HOLD_SAMPLE=15,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,league_competition_learning,data/processed/governance/vsigma_league_competition_learning_daily.csv,FOUND,1,1,0,0,1,1,0,0,0,0,0,No real audited sample for this competition; keep diagnostic/collection only.=1,DIAGNOSTIC_ONLY_NO_REAL_SAMPLE=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,lineup_shock_learning,data/processed/governance/vsigma_lineup_shock_learning_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,DIAGNOSTIC_NO_LEARNING=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,goal_timing_learning,data/processed/governance/vsigma_goal_timing_learning_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,DIAGNOSTIC_NO_LEARNING=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,scoreline_neighbor_stress,data/processed/governance/vsigma_scoreline_neighbor_stress_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,DIAGNOSTIC_NO_LEARNING=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-05,2026-06-05T20:28:20+01:00,portfolio_correlation_learning,data/processed/governance/vsigma_portfolio_correlation_learning_daily.csv,FOUND,11,11,0,0,0,0,0,0,0,0,0,Diagnostic-only cluster; do not learn portfolio correlation.=11,DIAGNOSTIC_ONLY_NO_PORTFOLIO_LEARNING=11,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,OVERALL_SYNTHESIS,ALL_LAYERS,AGGREGATED,41,10,0,0,3,0,0,0,0,0,0,none,DIAGNOSTIC_ONLY=10; HOLD_SAMPLE=3,SYNTHESIS_HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,No reviewable signal; one or more layers are blocked by sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,official_pick_ledger,data/processed/governance/vsigma_official_pick_ledger_daily.csv,FOUND,1,1,1,0,0,0,0,0,0,0,0,none,DIAGNOSTIC_NO_PICK=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,postmatch_pick_audit,data/processed/today/2026-06-06/vsigma_postmatch_pick_audit_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,0,0,none,DIAGNOSTIC_NO_PICK=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,pick_quality_classification,data/processed/today/2026-06-06/vsigma_pick_quality_classification_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,AUDIT_NOT_REQUIRED_DIAGNOSTIC=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,market_translation_audit,data/processed/today/2026-06-06/vsigma_market_translation_audit_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,DIAGNOSTIC_NO_LEARNING=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,no_bet_audit,data/processed/today/2026-06-06/vsigma_no_bet_audit_daily.csv,FOUND,1,1,0,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1,TRANSLATION_NOT_REQUIRED_DIAGNOSTIC=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,market_family_calibration,data/processed/today/2026-06-06/vsigma_market_family_calibration_daily.csv,FOUND,1,0,0,0,1,0,0,0,1,1,0,Collect more market-family samples before changing confidence.=1,HOLD_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,confidence_calibration,data/processed/today/2026-06-06/vsigma_confidence_calibration_daily.csv,FOUND,1,0,0,0,1,0,0,0,0,0,0,No real green/red sample or no numeric confidence; collect data only.=1,HOLD_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,source_reliability_learning,data/processed/today/2026-06-06/vsigma_source_reliability_learning_daily.csv,FOUND,15,0,0,0,15,0,0,0,15,15,2,NO_WEIGHT_CHANGE=15,HOLD_SAMPLE=15,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,league_competition_learning,data/processed/today/2026-06-06/vsigma_league_competition_learning_daily.csv,FOUND,1,1,0,0,1,1,0,0,0,0,0,No real audited sample for this competition; keep diagnostic/collection only.=1,DIAGNOSTIC_ONLY_NO_REAL_SAMPLE=1,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,lineup_shock_learning,data/processed/today/2026-06-06/vsigma_lineup_shock_learning_daily.csv,FOUND,2,2,0,0,0,0,0,0,0,2,0,NO_MODEL_CHANGE=2,DIAGNOSTIC_NO_LEARNING=2,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,goal_timing_learning,data/processed/today/2026-06-06/vsigma_goal_timing_learning_daily.csv,FOUND,2,2,0,0,0,0,0,0,0,2,0,NO_MODEL_CHANGE=2,DIAGNOSTIC_NO_LEARNING=2,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,scoreline_neighbor_stress,data/processed/today/2026-06-06/vsigma_scoreline_neighbor_stress_daily.csv,FOUND,2,2,0,0,0,0,0,0,0,2,0,NO_MODEL_CHANGE=2,DIAGNOSTIC_NO_LEARNING=2,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,portfolio_correlation_learning,data/processed/today/2026-06-06/vsigma_portfolio_correlation_learning_daily.csv,FOUND,12,12,0,0,0,0,0,0,0,0,0,Diagnostic-only cluster; do not learn portfolio correlation.=12,DIAGNOSTIC_ONLY_NO_PORTFOLIO_LEARNING=12,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,OVERALL_SYNTHESIS,ALL_LAYERS,AGGREGATED,43,1,0,0,4,0,0,0,0,3,0,none,PENDING_ONLY=5; HOLD_SAMPLE=4; NO_MODEL_CHANGE=3; DIAGNOSTIC_ONLY=1,SYNTHESIS_HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,No reviewable signal; one or more layers are blocked by sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,official_pick_ledger,data/processed/governance/vsigma_official_pick_ledger_daily.csv,FOUND,1,0,1,0,0,0,0,0,0,0,1,none,OFFICIAL_NO_BET=1,PENDING_ONLY,LOW,WAIT_FOR_FINAL_DATA,All rows are pending; wait for final data.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,postmatch_pick_audit,data/processed/today/2026-06-07/vsigma_postmatch_pick_audit_daily.csv,FOUND,1,0,1,0,0,0,0,0,0,0,0,none,OFFICIAL_NO_BET=1,PENDING_ONLY,LOW,WAIT_FOR_FINAL_DATA,All rows are pending; wait for final data.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,pick_quality_classification,data/processed/today/2026-06-07/vsigma_pick_quality_classification_daily.csv,FOUND,1,0,1,0,0,0,0,0,0,0,0,WAIT_FOR_POSTMATCH_DATA=1,PENDING_FINAL_ACTUALS=1,PENDING_ONLY,LOW,WAIT_FOR_FINAL_DATA,All rows are pending; wait for final data.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,market_translation_audit,data/processed/today/2026-06-07/vsigma_market_translation_audit_daily.csv,FOUND,1,0,1,1,0,0,0,0,0,0,1,WAIT_FOR_POSTMATCH_DATA=1,PENDING_FINAL_ACTUALS=1,PENDING_ONLY,LOW,WAIT_FOR_FINAL_DATA,All rows are pending; wait for final data.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,no_bet_audit,data/processed/today/2026-06-07/vsigma_no_bet_audit_daily.csv,FOUND,1,0,1,1,0,0,0,0,0,0,1,WAIT_FOR_FINAL_ACTUALS=1,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW=1,PENDING_ONLY,LOW,WAIT_FOR_FINAL_DATA,All rows are pending; wait for final data.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,market_family_calibration,data/processed/today/2026-06-07/vsigma_market_family_calibration_daily.csv,FOUND,2,0,0,0,2,0,0,0,2,2,0,Collect more market-family samples before changing confidence.=2,HOLD_SAMPLE=2,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,confidence_calibration,data/processed/today/2026-06-07/vsigma_confidence_calibration_daily.csv,FOUND,1,0,0,0,1,0,0,0,0,0,0,No real green/red sample or no numeric confidence; collect data only.=1,HOLD_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,source_reliability_learning,data/processed/today/2026-06-07/vsigma_source_reliability_learning_daily.csv,FOUND,15,0,0,0,15,0,0,0,15,15,2,NO_WEIGHT_CHANGE=15,HOLD_SAMPLE=15,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,league_competition_learning,data/processed/today/2026-06-07/vsigma_league_competition_learning_daily.csv,FOUND,2,1,0,0,2,2,0,0,0,0,0,No real audited sample for this competition; keep diagnostic/collection only.=1; No real green/red/void sample; collect more before scoring confidence.=1,DIAGNOSTIC_ONLY_NO_REAL_SAMPLE=1; HOLD_NO_REAL_SAMPLE=1,HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,Layer is blocked by insufficient/no real sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,lineup_shock_learning,data/processed/today/2026-06-07/vsigma_lineup_shock_learning_daily.csv,FOUND,2,1,1,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1; COLLECT_LINEUP_DATA=1,DIAGNOSTIC_NO_LEARNING=1; PENDING_FINAL_ACTUALS=1,NO_MODEL_CHANGE,NONE,NO_MODEL_CHANGE,No actionable learning signal detected.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,goal_timing_learning,data/processed/today/2026-06-07/vsigma_goal_timing_learning_daily.csv,FOUND,2,1,1,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1; COLLECT_GOAL_EVENT_DATA=1,DIAGNOSTIC_NO_LEARNING=1; PENDING_FINAL_ACTUALS=1,NO_MODEL_CHANGE,NONE,NO_MODEL_CHANGE,No actionable learning signal detected.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,scoreline_neighbor_stress,data/processed/today/2026-06-07/vsigma_scoreline_neighbor_stress_daily.csv,FOUND,2,1,1,0,0,0,0,0,0,1,0,NO_MODEL_CHANGE=1; COLLECT_FINAL_SCORELINE_DATA=1,DIAGNOSTIC_NO_LEARNING=1; PENDING_FINAL_ACTUALS=1,NO_MODEL_CHANGE,NONE,NO_MODEL_CHANGE,No actionable learning signal detected.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,portfolio_correlation_learning,data/processed/today/2026-06-07/vsigma_portfolio_correlation_learning_daily.csv,FOUND,12,12,0,0,0,0,0,0,0,0,0,Diagnostic-only cluster; do not learn portfolio correlation.=12,DIAGNOSTIC_ONLY_NO_PORTFOLIO_LEARNING=12,DIAGNOSTIC_ONLY,NONE,NO_LEARNING_DIAGNOSTIC_ONLY,All rows are diagnostic; no learning is permitted.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
2026-06-09,2026-06-09T17:22:24+01:00,OVERALL_SYNTHESIS,ALL_LAYERS,AGGREGATED,46,6,0,0,4,0,0,0,0,3,0,none,DIAGNOSTIC_ONLY=6; HOLD_SAMPLE=4; NO_MODEL_CHANGE=3,SYNTHESIS_HOLD_SAMPLE,LOW,NO_LEARNING_SAMPLE_BLOCKED,No reviewable signal; one or more layers are blocked by sample.,FINAL_LEARNING_SYNTHESIS_V1_NO_AUTO_APPLY,NO,NO
