fixture_id,date,competition,team_id,team_name,opponent_id,opponent_name,player_id,player_name,assist_player_id,assist_player_name,event_type,event_detail,minute,extra_minute,is_goal,is_assist,is_penalty_goal,is_penalty_miss,is_own_goal,is_card,card_type,is_substitution,data_quality,confidence,source
1489389,2026-06-20,World Cup 2026,2386,Haiti,6,Brazil,338367.0,Danley Jean Jacques,,,Card,Yellow Card,72,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489389,2026-06-20,World Cup 2026,6,Brazil,2386,Haiti,10135.0,Bruno Guimaraes,,,subst,Substitution 4,81,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489389,2026-06-20,World Cup 2026,6,Brazil,2386,Haiti,762.0,Vinicius Junior,,,subst,Substitution 5,81,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489389,2026-06-20,World Cup 2026,2386,Haiti,6,Brazil,20665.0,J. Bellegarde,,,subst,Substitution 5,81,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,305832.0,M. Galarza,70747.0,J. Enciso,Goal,Normal Goal,2,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,305832.0,Matías Galarza,,,Card,Yellow Card,4,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,2507.0,Miguel Almirón,,,Card,Red Card,45,3.0,0,0,0,0,0,1,Red Card,0,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,2507.0,Miguel Almirón,,,Var,Card reviewed,45,2.0,0,0,0,0,0,0,,0,alta,media,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,142959.0,K. Akturkoglu,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,70670.0,I. Pitta,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,454.0,Y. Akgun,,,subst,Substitution 2,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,214463.0,I. Yuksek,,,subst,Substitution 3,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,278370.0,D. Gomez,,,subst,Substitution 2,67,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,1361.0,F. Kadioglu,,,subst,Substitution 4,70,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,50057.0,Eren Elmalı,,,Card,Yellow Card,71,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,195992.0,J. Caceres,,,subst,Substitution 3,81,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,777,Türkiye,2380,Paraguay,61837.0,A. Bardakci,,,subst,Substitution 5,86,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,70747.0,J. Enciso,,,subst,Substitution 4,90,2.0,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539006,2026-06-20,World Cup 2026,2380,Paraguay,777,Türkiye,305832.0,M. Galarza,,,subst,Substitution 5,90,2.0,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,38750.0,B. Brobbey,247.0,C. Gakpo,Goal,Normal Goal,5,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,38750.0,B. Brobbey,226.0,D. Dumfries,Goal,Normal Goal,17,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,249.0,D. Malen,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,247.0,C. Gakpo,226.0,D. Dumfries,Goal,Normal Goal,47,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,47969.0,Gabriel Gudmundsson,,,Card,Yellow Card,53,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,247.0,C. Gakpo,37724.0,C. Summerville,Goal,Normal Goal,54,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,47696.0,A. Bernhardsson,,,subst,Substitution 1,55,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,48002.0,B. Nygren,,,subst,Substitution 2,56,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,48047.0,J. Karlstrom,,,subst,Substitution 3,56,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,538.0,F. de Jong,,,subst,Substitution 2,59,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,36902.0,T. Reijnders,,,subst,Substitution 3,59,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,153430.0,A. Elanga,2864.0,A. Isak,Goal,Normal Goal,59,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,38750.0,B. Brobbey,,,subst,Substitution 4,72,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,265820.0,Yasin Ayari,,,Card,Yellow Card,75,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,265820.0,Y. Ayari,,,subst,Substitution 4,79,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,347316.0,Lucas Bergvall,,,Card,Yellow Card,80,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,37724.0,C. Summerville,667.0,M. Depay,Goal,Normal Goal,89,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,1118,Netherlands,5,Sweden,247.0,C. Gakpo,,,subst,Substitution 5,90,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1539007,2026-06-20,World Cup 2026,5,Sweden,1118,Netherlands,47969.0,G. Gudmundsson,,,subst,Substitution 5,90,3.0,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,1642.0,F. Kessie,,,Goal,Normal Goal,30,,1,0,0,0,0,0,,0,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,26243.0,N. Schlotterbeck,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,328033.0,A. Pavlovic,,,subst,Substitution 2,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,644.0,L. Sane,,,subst,Substitution 3,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,181812.0,J. Musiala,,,subst,Substitution 4,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,26475.0,D. Undav,714.0,N. Amiri,Goal,Normal Goal,68,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,22149.0,I. Sangare,,,subst,Substitution 1,75,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,275651.0,A. Bonny,,,subst,Substitution 2,75,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,157997.0,A. Diallo,,,subst,Substitution 3,75,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,30504.0,W. Singo,,,subst,Substitution 4,82,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,978.0,K. Havertz,,,subst,Substitution 5,85,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,1501,Ivory Coast,25,Germany,513776.0,Y. Diomande,,,subst,Substitution 5,85,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489393,2026-06-20,World Cup 2026,25,Germany,1501,Ivory Coast,26475.0,D. Undav,637.0,F. Nmecha,Goal,Normal Goal,90,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,2382,Ecuador,5530,Curaçao,16470.0,Jordy Alcivar,,,Card,Yellow Card,38,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,18997.0,Leandro Bacuna,,,Card,Yellow Card,39,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,2382,Ecuador,5530,Curaçao,16470.0,J. Alcivar,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,19047.0,Juninho Bacuna,,,Card,Yellow Card,53,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,309763.0,Livano Comenencia,,,Card,Yellow Card,56,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,2382,Ecuador,5530,Curaçao,46731.0,P. Estupinan,,,subst,Substitution 2,70,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,36857.0,Jurien Gaari,,,Card,Yellow Card,75,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,19047.0,J. Bacuna,,,subst,Substitution 1,75,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,353808.0,D. Fonville,,,subst,Substitution 2,76,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,906.0,T. Chong,,,subst,Substitution 3,76,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,2382,Ecuador,5530,Curaçao,16360.0,A. Franco,,,subst,Substitution 3,83,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,18981.0,J. Locadia,,,subst,Substitution 4,83,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,309763.0,L. Comenencia,,,subst,Substitution 5,84,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,2382,Ecuador,5530,Curaçao,25414.0,J. Yeboah,,,subst,Substitution 4,89,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489392,2026-06-21,World Cup 2026,5530,Curaçao,2382,Ecuador,38708.0,Gervane Kastaneer,,,Card,Yellow Card,90,1.0,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,2601.0,D. Kamada,33321.0,K. Nakamura,Goal,Normal Goal,4,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,72155.0,A. Ueda,38114.0,K. Itakura,Goal,Normal Goal,31,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,28,Tunisia,12,Japan,2945.0,D. Bronn,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,28,Tunisia,12,Japan,323974.0,E. Saad,,,subst,Substitution 2,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,28,Tunisia,12,Japan,57518.0,S. Tounekti,,,subst,Substitution 3,65,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,1942.0,J. Ito,72155.0,A. Ueda,Goal,Normal Goal,69,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,2601.0,D. Kamada,,,subst,Substitution 1,73,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,2598.0,R. Doan,,,subst,Substitution 2,74,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,2597.0,T. Tomiyasu,,,subst,Substitution 3,79,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,33321.0,K. Nakamura,,,subst,Substitution 4,79,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,72155.0,A. Ueda,33889.0,K. Sano,Goal,Normal Goal,83,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,12,Japan,28,Tunisia,72155.0,A. Ueda,,,subst,Substitution 5,84,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,28,Tunisia,12,Japan,49583.0,A. Abdi,,,subst,Substitution 4,90,1.0,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489394,2026-06-21,World Cup 2026,28,Tunisia,12,Japan,21587.0,E. Skhiri,,,subst,Substitution 5,90,1.0,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,386828.0,Lamine Yamal,47323.0,M. Oyarzabal,Goal,Normal Goal,10,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,47323.0,M. Oyarzabal,622.0,A. Laporte,Goal,Normal Goal,21,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,47323.0,M. Oyarzabal,1323.0,D. Olmo,Goal,Normal Goal,24,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44340.0,Salem Al-Dawsari,,,Card,Yellow Card,30,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,47323.0,M. Oyarzabal,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,386828.0,Lamine Yamal,,,subst,Substitution 2,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44315.0,A. Al Khaibari,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,306380.0,M. Al Juwayr,,,subst,Substitution 2,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,44362.0,H. Tambakti,,,Goal,Own Goal,49,,0,0,0,0,1,0,,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44349.0,Mohamed Kanno,,,Card,Yellow Card,60,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44475.0,A. Al Amri,,,subst,Substitution 3,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44324.0,F. Al Buraikan,,,subst,Substitution 4,60,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,1323.0,D. Olmo,,,subst,Substitution 3,61,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,182219.0,A. Baena,,,subst,Substitution 4,61,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,133609.0,Pedri,,,subst,Substitution 5,70,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489397,2026-06-21,World Cup 2026,9,Spain,23,Saudi Arabia,931.0,Ferran Torres,,,Var,Goal cancelled,90,5.0,0,0,0,0,0,0,,0,alta,media,api_football_events
1489397,2026-06-21,World Cup 2026,23,Saudi Arabia,9,Spain,44339.0,N. Al Dawsari,,,subst,Substitution 5,90,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,907.0,Romelu Lukaku,,,Card,Yellow Card,3,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,42315.0,Mehdi Taremi,,,Var,Goal cancelled,27,,0,0,0,0,0,0,,0,alta,media,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,19614.0,Saeid Ezatolahi,,,Card,Yellow Card,33,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,136880.0,S. Hardani,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,2120.0,N. Raskin,,,subst,Substitution 1,58,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,264.0,T. Meunier,,,subst,Substitution 2,58,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,1417.0,A. Saelemaekers,,,subst,Substitution 3,58,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,312964.0,Nathan Ngoy,,,Card,Red Card,66,,0,0,0,0,0,1,Red Card,0,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,134217.0,M. Mohebi,,,subst,Substitution 2,66,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,2685.0,E. Hajsafi,,,subst,Substitution 3,66,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,907.0,R. Lukaku,,,subst,Substitution 4,73,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,2699.0,S. Ghoddos,,,subst,Substitution 4,79,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,22,Iran,1,Belgium,19614.0,S. Ezatolahi,,,subst,Substitution 5,85,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489395,2026-06-21,World Cup 2026,1,Belgium,22,Iran,629.0,K. De Bruyne,,,subst,Substitution 5,87,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,308689.0,Sidny Lopes Cabral,,,Card,Yellow Card,5,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,7,Uruguay,1533,Cape Verde Islands,863.0,Rodrigo Bentancur,,,Card,Yellow Card,20,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,96512.0,K. Lenini,,,Goal,Normal Goal,21,,1,0,0,0,0,0,,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,7,Uruguay,1533,Cape Verde Islands,51776.0,M. Araujo,,,Goal,Normal Goal,44,,1,0,0,0,0,0,,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,7,Uruguay,1533,Cape Verde Islands,51603.0,A. Canobbio,51776.0,M. Araujo,Goal,Normal Goal,45,,1,1,0,0,0,0,,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,265556.0,T. Arcanjo,,,subst,Substitution 1,46,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,7,Uruguay,1533,Cape Verde Islands,47254.0,Mathías Olivera,,,Card,Yellow Card,58,,0,0,0,0,0,1,Yellow Card,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,44612.0,G. Rodrigues,,,subst,Substitution 2,58,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,309182.0,Benchimol,,,subst,Substitution 3,58,,0,0,0,0,0,0,,1,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,1533,Cape Verde Islands,7,Uruguay,291024.0,H. Varela,,,Goal,Normal Goal,61,,1,0,0,0,0,0,,0,alta,alta,api_football_events
1489398,2026-06-21,World Cup 2026,7,Uruguay,1533,Cape Verde Islands,51776.0,Maximiliano Araújo,,,Var,Goal cancelled,69,,0,0,0,0,0,0,,0,alta,media,api_football_events
